method,N,pi_mean,pi_std,pi_abs_error,runtime,time_per_sec,memory_used,sample_per_sec
cython,1000.0,3.1592000000000002,0.04633098315382487,0.036800000000000034,0.07951777563430369,0.007951777563430368,103.1875,12575.804491802252
cython,10000.0,3.1496799999999996,0.017055954971798046,0.01488000000000005,0.0788567596115172,0.007885675961151719,103.1875,126812.2105100991
cython,100000.0,3.1400400000000004,0.0037071606385479777,0.002856000000000103,0.08503981169778854,0.008503981169778855,103.1875,1175919.8192415624
cython,1000000.0,3.1414163999999998,0.0020985888210889956,0.001793359999999833,0.07228711771313101,0.007228711771313101,103.1875,13833723.513067242
cython,10000000.0,3.14133484,0.0005702338173065035,0.0004998079999999127,0.23782018809579314,0.023782018809579315,103.1875,42048574.93415166
cython,100000000.0,3.1416113479999996,0.000123179712680311,9.778240000009042e-05,1.067523809382692,0.10675238093826919,103.1875,93674725.67925784
cython,1000000000.0,3.1415988068000003,4.694422733587723e-05,4.2105200000008834e-05,10.61350587143097,1.061350587143097,103.1875,94219573.82543707
