N,log10(N),CPU Time (s),GPU Time (s),Speedup,CPU Throughput,GPU Throughput
1000,3.0,0.25631609559059143,2.5145700983703136,0.10193237235927892,39014327.121979885,3976822.919544368
10000,4.0,0.860736295580864,2.4926489889621735,0.3453098688954339,116179601.71241002,40117963.03563603
100000,5.0,7.520363051444292,2.440509742125869,3.0814722521424915,132972303.75173831,409750464.31444454
1000000,6.0,114.63978135958314,4.731787608936429,24.227583914179718,87229754.64017722,2113366200.3582015
